user_id,article_id,article_rating
940,3955,3
940,3955,10
918,3955,6
940,3955,7
940,17,9
940,2460,3
1199,3955,1
940,2788,5
940,3955,5
940,3955,5
940,1796,8
940,379,9
940,3955,6
940,3955,1
940,3955,3
940,3955,6
940,57,4
940,3955,2
940,171,2
1053,2805,4
940,3955,2
940,3407,8
940,717,7
940,3955,7
940,3955,4
479,3955,10
940,2906,8
940,2953,6
940,3955,8
940,772,1
940,3955,1
940,645,10
940,2364,4
1411,2034,5
940,2805,7
940,3955,7
525,3955,2
940,3955,10
940,3955,5
379,3955,6
940,3955,1
911,3955,6
940,1621,1
940,3955,3
940,3802,5
940,3955,10
940,1871,7
940,3955,4
940,3955,2
940,3955,9
1580,2129,8
940,169,4
940,3307,8
940,3144,10
879,2558,4
940,3955,4
1357,3955,9
940,731,2
940,1403,5
940,170,8
1357,586,7
940,3955,6
940,1549,7
783,3955,8
700,3955,5
940,3000,1
940,179,5
940,3931,4
73,1172,3
473,3955,8
940,3820,4
106,3955,2
940,988,10
940,3955,10
940,1279,2
257,186,1
259,3955,3
940,2125,1
940,3955,6
940,1420,8
940,3955,7
940,3803,6
940,3955,5
940,3511,9
940,3955,7
1290,2023,6
940,3955,7
940,575,1
940,858,5
940,3955,8
940,386,1
940,3955,3
940,3955,10
940,3955,7
940,3955,7
940,3955,9
940,1123,5
940,1932,4
955,386,7
940,3955,7
940,3955,5
940,2805,5
1124,3955,2
940,18,9
940,396,10
940,644,9
940,3955,2
940,3955,8
940,3955,5
940,1381,9
1184,2424,6
940,3955,5
1423,3955,5
940,3955,4
940,1847,3
940,371,8
1357,1751,1
940,3955,2
940,3679,1
940,3955,3
940,3955,3
940,3955,5
940,2938,10
940,3955,9
940,3955,4
1357,3126,8
940,3955,4
940,1581,3
940,3955,6
940,3955,8
940,3955,9
940,3955,4
940,3955,9
940,3955,9
940,3332,8
620,3955,2
940,3955,10
781,772,8
940,3955,5
940,3141,9
940,3955,8
940,1169,3
940,2392,6
156,1690,7
940,3955,1
940,3955,9
940,3955,4
1357,3955,8
940,2226,5
940,71,7
940,3955,5
940,3193,3
940,1320,9
940,1940,4
1144,3489,9
940,3955,7
940,3955,9
940,122,5
940,2717,10
1470,2169,5
940,2751,10
1223,3955,5
1357,3955,3
940,1388,2
940,2597,6
940,3955,7
940,651,5
940,820,5
1301,3955,8
940,3955,6
940,3955,6
940,1874,3
940,3955,6
940,70,10
1162,282,8
940,1816,10
940,1329,6
1357,664,9
940,95,10
940,3955,9
1020,3955,6
813,3778,8
940,3320,2
940,2467,1
940,3080,6
940,3955,6
1090,1501,9
940,3841,10
940,3882,5
302,3955,5
940,3955,3
341,3955,7
940,319,1
864,3679,9
1091,3955,2
940,2215,8
940,2214,10
940,3955,6
940,3955,9
940,3505,10
455,1559,7
940,3955,5
940,1345,4
940,3955,4
940,3931,2
940,2344,2
940,3955,4
940,3955,2
940,2302,6
940,3955,6
940,1895,4
1433,3955,10
317,3955,1
940,3018,7
733,3955,4
940,3533,5
940,3955,2
1624,3955,3
940,3419,6
1210,382,6
940,3511,2
1357,1597,4
940,3955,8
940,9,3
940,2395,8
1389,3675,1
1548,3955,9
940,3955,7
940,3955,6
1357,2095,7
1131,3651,2
940,150,5
940,1015,9
940,3955,5
940,2129,6
940,1259,6
940,2879,10
364,1172,5
940,3955,10
940,1371,6
940,3955,2
940,3955,3
940,3105,9
1284,2855,2
1439,2386,8
1457,3955,10
940,112,1
940,35,10
940,3313,1
940,3955,5
940,119,4
940,2095,2
940,3955,3
1546,3955,4
16,2343,4
940,3778,9
940,154,3
940,3524,3
940,572,7
1357,3955,9
1084,3864,5
1328,3955,9
940,3955,9
940,2172,2
940,3955,7
940,3955,2
940,3955,10
1357,3955,4
940,121,6
940,3955,1
940,1952,10
940,3791,5
779,3955,10
861,2095,2
940,1490,10
940,3955,8
446,3841,8
940,3955,9
906,1448,5
940,2805,7
1357,3955,5
940,393,4
940,2541,3
940,3955,4
940,3955,7
940,3955,8
940,3955,9
940,3086,7
347,1596,10
940,3955,1
940,3955,5
1325,293,7
940,3955,1
940,3955,3
940,1962,9
940,3955,10
940,3955,2
940,3762,6
940,1450,4
940,3315,4
940,772,8
940,3955,6
940,3955,3
940,3955,3
940,386,2
940,2751,8
940,3955,7
1212,3955,7
940,2805,7
338,3955,10
940,3955,10
940,3955,3
940,3647,2
1018,3955,8
940,695,6
940,3778,9
940,3012,4
940,1850,4
940,2275,9
940,3955,6
940,3955,2
940,183,9
940,2095,8
940,1249,10
940,1473,8
940,1946,10
940,3629,1
940,3955,9
940,409,8
940,188,7
940,175,9
940,3511,4
940,818,8
776,1757,3
940,3955,3
647,3955,6
940,3955,8
673,3955,3
940,3679,5
940,2805,5
940,132,3
940,3778,9
940,1306,10
940,2959,2
940,3955,10
940,3955,4
1326,3955,8
283,3191,6
940,440,4
940,3955,1
35,2805,3
940,966,6
204,2546,6
940,3955,2
940,778,7
940,3955,1
940,3955,9
1564,894,9
940,1449,6
627,3813,4
940,3955,5
250,333,5
940,3955,4
940,149,7
940,3955,6
940,2019,10
765,1789,4
1109,3955,4
940,2010,9
940,2599,8
940,2656,5
940,3091,4
940,828,8
593,3955,2
1086,2233,3
940,3955,7
940,3955,3
940,1792,5
940,3955,5
1357,1822,4
1357,2919,3
940,2882,5
940,3955,8
940,3955,10
940,419,5
940,378,5
940,3955,5
940,3955,4
940,3214,1
940,3955,2
940,60,6
940,146,7
940,88,6
940,3955,7
940,94,6
1357,3955,10
940,6,6
414,3955,10
940,3778,6
940,123,5
940,3778,1
940,3955,7
940,3955,7
940,386,7
940,1276,9
940,3955,4
940,981,4
940,3955,2
940,1236,3
940,3955,3
940,3955,9
940,2423,4
30,1761,9
740,3605,2
940,730,7
940,3955,1
940,3955,1
940,1111,2
940,1745,4
940,255,10
940,3955,4
940,3955,10
940,3401,7
940,3378,9
940,3344,5
1318,3955,3
940,3955,7
940,3955,8
940,146,4
940,2805,10
940,3955,8
940,2805,9
940,3955,4
940,959,5
940,480,8
940,1860,4
52,3151,1
940,3441,7
940,1412,9
940,3724,4
940,286,6
940,3955,10
940,3955,7
940,776,1
940,3955,10
940,799,8
940,3412,9
1357,3955,3
439,3636,2
940,2751,3
940,3955,7
940,2331,7
940,681,1
940,3955,8
940,3955,2
1513,3420,7
547,3955,8
940,3955,9
940,2522,9
940,1093,7
940,3154,4
940,3955,6
940,1888,2
940,1194,5
940,2409,7
940,2239,10
940,249,2
940,880,8
940,3955,9
940,772,9
940,3955,8
940,868,1
1227,3693,2
940,3955,8
940,3955,6
940,333,2
940,3679,1
1051,89,1
940,156,2
940,3955,9
940,3955,2
940,3955,1
940,3955,6
743,3955,7
940,3955,2
940,1404,6
1610,2532,4
1357,2918,1
940,202,7
801,3955,6
940,2910,4
940,3955,1
1063,3955,2
940,3955,7
940,2172,1
940,3955,7
940,816,6
940,3185,6
940,626,1
940,3955,3
940,3955,3
940,378,1
287,3442,4
940,2287,2
1565,3955,3
940,3955,8
265,2743,6
906,1194,3
940,2016,2
940,3009,7
1357,3955,7
393,2592,6
18,1444,10
940,3778,10
940,3955,9
940,3955,3
940,585,10
940,455,10
940,3511,9
940,3955,4
940,3955,10
940,3955,8
940,2247,8
940,3955,1
940,1632,10
940,1925,3
940,2684,3
561,3575,4
940,1194,8
1160,1509,4
940,1471,5
940,3955,10
940,2418,8
481,3955,10
940,155,6
1357,3848,1
940,3955,3
940,3955,5
940,3955,5
940,3511,7
1357,3432,1
940,2129,9
940,302,1
855,2399,9
940,1939,2
940,2003,7
940,259,5
940,3955,9
940,3511,2
940,3955,10
940,3955,9
1166,3955,7
940,3955,7
940,2172,3
940,2967,5
1143,2006,4
940,3444,7
940,3778,8
940,2339,9
144,2878,4
940,3675,6
940,1597,1
940,3955,6
707,3955,10
940,3955,6
194,2870,6
940,3955,3
940,3955,7
940,570,4
546,302,10
940,3520,6
1357,3955,4
940,910,5
940,3955,1
158,3955,6
940,3527,3
940,386,3
940,3955,6
476,1942,5
940,559,1
940,1573,4
940,3955,10
1357,3955,10
940,1822,3
940,3955,2
85,849,5
1357,1135,1
940,2129,9
940,3188,6
940,3955,8
351,3675,10
940,3955,4
304,3955,8
965,3955,7
940,3955,2
1357,1854,2
940,165,3
1417,3955,3
940,2893,5
940,3778,6
940,3955,3
940,3955,1
940,2784,7
1357,3955,7
940,3190,8
940,1658,7
940,3955,8
940,3955,10
940,2017,1
940,3955,2
243,91,5
940,3955,8
940,3681,2
940,3955,7
940,781,3
940,3778,7
940,119,6
557,3955,3
940,1314,4
940,253,7
940,3955,8
591,1147,3
940,1204,6
940,3045,10
940,3955,1
940,3074,5
608,3955,7
940,3581,2
940,761,7
940,3955,3
940,3955,8
940,3955,5
940,3359,10
1622,3955,5
940,3861,10
940,1080,10
940,3955,10
940,86,6
940,3850,1
930,165,4
940,146,9
940,221,10
65,1718,4
940,3371,8
940,150,4
940,3955,9
940,2230,6
940,321,3
940,3955,6
940,2196,10
940,386,6
940,1732,9
940,2051,3
940,3955,10
940,1634,7
940,2347,5
940,3955,9
940,3955,8
940,2285,9
940,3203,2
1357,3955,2
1357,3955,4
1357,3955,4
1357,3955,4
940,2949,9
940,3149,2
940,567,3
940,3955,3
940,2563,9
940,3955,6
940,3955,7
940,2805,10
940,3955,6
940,2408,6
213,3366,10
940,1247,8
940,1684,10
940,3955,3
940,3955,10
575,3222,1
940,770,6
940,3955,1
1471,3955,4
940,3955,10
940,3955,3
38,1551,7
940,3955,8
940,892,1
1066,564,10
940,3955,8
940,2164,3
940,3955,5
940,3955,1
940,3955,1
940,2742,8
940,2095,10
940,1581,8
940,3955,6
940,3653,5
1113,3955,5
940,3955,6
1082,3955,5
940,3778,5
940,2129,3
570,3955,7
1482,2211,6
940,3955,1
940,3026,6
940,3955,7
810,3822,6
940,3955,9
940,3160,9
940,3955,1
940,3955,6
590,3955,7
940,3955,5
940,3778,5
940,3955,2
940,572,7
940,3378,10
940,2129,7
1357,462,5
940,3955,1
940,1812,5
940,445,4
940,3955,8
940,517,8
940,1663,7
940,2618,6
940,3610,4
940,697,3
345,3955,2
940,150,5
940,2361,4
940,3955,3
940,3955,8
940,392,5
940,1207,7
940,611,4
940,3418,4
940,3230,1
940,445,10
1357,1083,9
870,3778,2
940,823,10
1357,872,8
940,2267,2
940,2595,2
940,3954,5
940,3955,3
940,1729,1
940,3778,2
940,3955,6
940,3955,7
940,1433,2
940,461,3
862,3955,1
940,3955,10
410,3675,6
940,1889,2
1466,2406,5
940,3955,6
940,2595,10
940,969,9
940,3955,6
940,3955,4
940,2974,10
940,3403,3
940,3253,7
940,3511,1
940,712,9
940,3955,2
940,3955,1
940,1653,5
940,317,4
1357,3079,2
528,3955,7
940,3955,2
940,729,3
940,3955,3
1216,3336,8
940,386,8
940,1066,8
940,386,8
940,3955,7
70,3955,9
940,3955,1
703,1727,5
183,3955,9
940,3955,1
940,3955,1
940,2019,10
940,2425,1
940,3955,6
940,114,3
1489,2232,6
940,2725,1
940,3955,9
940,3955,5
940,3955,9
940,3955,5
1447,135,7
940,2405,10
940,5,7
940,3955,7
940,3955,7
940,2193,5
1250,716,2
940,2589,8
940,3203,6
940,171,2
741,2427,3
940,1243,4
940,3955,7
940,3955,5
737,3353,9
940,297,7
940,298,3
940,3478,7
940,1194,10
940,1593,2
940,3955,4
1364,2197,10
940,3955,8
1121,3675,2
940,3955,1
940,3016,2
940,3955,7
940,3955,9
940,3778,8
22,3154,7
940,772,7
940,3955,7
114,1194,6
940,350,9
940,3679,8
940,3494,1
940,3898,2
940,772,1
940,2213,8
940,3955,1
940,3955,1
940,2707,5
1577,2189,8
940,1607,8
497,160,1
940,2396,10
940,1218,8
1559,3955,4
940,2987,4
940,3955,10
940,3675,7
690,3955,8
581,3124,10
1357,1152,2
940,2694,4
940,3955,3
940,302,4
940,3955,3
940,3955,9
940,3810,6
940,3401,9
940,3955,10
940,1071,4
940,3778,2
940,3955,3
940,2158,1
638,1424,3
1203,1991,8
940,2352,2
940,1573,5
940,3919,9
940,963,3
940,3166,7
1076,1,8
940,1091,2
940,1799,10
940,3621,10
940,667,7
940,3955,6
940,3955,9
238,1894,5
940,3955,2
940,1813,7
671,3955,10
940,2511,2
218,534,4
940,3955,2
940,2241,3
940,2263,3
940,3955,6
940,3955,1
321,225,5
940,1194,9
940,2461,3
940,119,3
940,3778,7
940,1521,6
940,3955,2
940,3679,2
940,3513,8
940,1383,7
940,3955,4
792,3955,1
940,1139,3
940,654,6
246,3955,8
940,1822,7
940,2915,4
940,3955,10
1259,3946,3
940,3955,1
940,333,3
940,3955,5
1373,3955,10
838,3955,2
940,3955,5
940,3955,4
940,502,7
940,3955,3
940,3778,4
940,68,10
940,3955,4
940,3955,3
940,3955,6
940,3018,5
940,3955,2
940,2896,6
940,3955,1
940,3679,7
940,2167,3
940,2326,9
940,3056,7
940,2914,1
940,3675,7
940,867,5
940,634,8
1078,3328,5
940,3662,9
325,3931,9
940,3955,2
940,3955,2
940,386,7
940,1912,6
940,3955,2
940,386,3
940,3881,8
616,3067,4
940,1025,1
940,2700,10
940,3679,9
940,3934,7
1303,3955,10
940,2024,3
141,3955,6
940,3955,2
1516,3955,5
940,3955,3
940,1194,10
940,3955,7
940,67,5
940,2948,9
1173,772,9
668,2484,10
940,3955,6
940,2360,8
940,918,6
940,3955,1
940,3490,6
940,3955,8
940,865,4
940,3402,7
940,3778,1
940,302,3
940,2923,4
940,3955,4
940,3955,3
940,1398,3
940,3955,2
940,1575,2
940,747,2
940,2674,2
940,3705,4
940,3778,8
940,3955,7
940,3955,7
1446,3955,3
940,3955,1
940,753,7
884,3955,6
940,2583,5
940,3955,1
940,288,3
940,3955,4
940,2571,6
488,3215,5
940,1806,1
836,302,7
940,3955,10
940,3955,8
940,1167,7
940,3955,1
940,3955,3
505,2805,1
1357,3890,6
940,3142,2
940,3955,7
940,1879,10
940,3955,6
940,3955,9
940,636,6
1364,3679,10
940,2809,1
940,2523,4
940,3346,7
940,3955,9
1056,3955,2
940,3955,9
940,3955,5
940,3955,1
940,3955,9
940,1087,8
940,2805,8
940,3955,3
940,3955,4
940,1822,2
1357,397,5
940,2409,4
940,784,6
940,2632,10
940,164,8
940,3522,4
940,2900,3
940,3620,8
1432,3679,1
1119,3561,2
940,1822,8
940,3955,2
940,3955,6
1584,546,9
940,3250,2
940,3955,5
1337,3955,5
940,210,7
940,3378,8
940,3955,9
940,3955,10
940,3955,10
940,3396,7
940,1472,7
940,2736,4
940,3955,6
940,2129,1
940,3955,8
912,1154,7
940,2988,3
940,3955,3
940,3778,5
940,1041,9
940,3955,2
940,2781,5
940,3955,4
940,3955,5
159,3955,7
119,2805,2
940,849,4
940,1907,1
940,3188,10
940,3955,5
940,1865,2
940,644,2
1497,2096,5
387,3511,1
940,2566,3
940,983,2
940,572,3
940,3955,7
940,3955,8
21,3955,5
940,3955,8
542,3955,9
1357,3955,2
1357,3955,4
1357,2190,6
940,1328,8
940,1888,8
940,2478,8
940,2129,3
940,3955,2
940,3955,5
940,3113,3
940,3955,7
940,3955,10
940,3955,7
940,1877,5
940,807,4
883,3955,8
834,3955,10
940,865,9
940,3955,9
940,3955,2
1555,1385,1
940,3808,9
940,3955,9
940,2111,2
940,3955,5
940,3437,2
940,3778,5
940,3955,6
895,3511,1
940,3955,1
940,3778,8
940,1006,2
940,1161,2
940,3898,5
940,1586,3
940,2148,3
940,3955,4
940,3955,10
940,772,8
940,3955,5
940,3955,2
940,2271,7
940,3955,9
940,3955,7
940,1854,5
1357,3955,5
940,1676,4
940,3955,6
940,3316,7
940,3955,5
234,915,1
940,339,6
940,3354,7
940,3718,6
940,3955,1
940,2553,10
940,210,9
785,3955,7
940,1505,3
940,538,8
940,3955,5
940,2172,2
940,1569,10
940,3955,9
940,386,6
940,2636,1
1603,848,5
940,3660,1
1416,3336,9
940,3955,5
940,1855,9
940,2151,8
940,3955,6
940,3955,6
940,3955,2
940,149,7
940,3027,3
592,2891,9
698,1692,8
427,333,2
738,3475,9
940,2187,2
940,3378,1
940,3955,10
940,1001,8
940,2161,9
940,2997,3
940,3955,4
940,3955,3
940,408,9
940,3154,9
153,2883,6
940,1058,1
940,3955,10
1547,3936,8
1357,3955,6
940,3955,6
8,591,6
940,3679,10
520,3955,9
1266,685,4
940,3500,8
940,3778,9
940,3955,10
940,3955,10
1195,2095,10
549,3955,9
940,3445,9
940,3203,7
940,2094,9
1357,3955,9
940,2931,9
940,3955,2
940,2400,5
940,302,10
940,3955,4
940,2655,3
940,3778,6
940,228,4
940,3051,8
1615,2805,1
940,1629,1
940,2836,10
940,1078,2
940,3955,2
940,3955,7
940,3185,4
940,3955,2
940,359,1
1277,772,7
940,3955,6
940,3955,4
940,2812,3
940,2756,10
940,3955,9
940,411,5
940,3725,6
1357,2288,2
940,2657,10
940,3955,2
1267,3955,2
940,3955,8
940,285,3
940,538,3
940,3955,1
940,3955,4
857,2129,6
422,3955,3
940,3955,3
940,3841,1
940,3955,2
21,3955,7
940,3955,7
1034,3955,3
940,3778,3
940,3955,8
940,3955,6
431,3401,5
940,653,1
940,3048,10
940,333,5
940,772,3
940,3134,4
940,3955,4
940,3955,9
940,2805,9
940,1629,8
940,3955,1
940,2487,4
940,2521,7
940,475,4
940,538,10
940,1538,4
940,3955,1
940,3955,5
1357,3955,8
940,2104,7
164,3955,7
940,151,7
1357,972,3
940,2352,7
940,1822,9
940,2131,7
940,386,6
940,1625,4
1357,1194,10
940,3955,4
940,3955,3
940,3955,9
940,3955,2
940,3778,10
1519,2285,10
940,3841,2
844,3955,6
940,3955,3
940,3955,6
905,99,3
940,1682,5
940,2095,4
940,3955,5
940,3481,2
940,618,1
1371,862,9
940,3955,8
500,882,7
940,652,7
940,333,10
940,3898,2
940,3955,9
940,1567,1
940,1029,7
940,707,4
940,1544,7
940,2029,9
940,2095,5
940,386,2
940,3955,8
940,3955,4
940,3798,4
940,2572,5
940,3955,9
940,3955,2
940,2352,8
940,3955,6
940,2571,5
940,3386,6
940,16,9
940,3511,5
940,1901,2
940,3955,9
940,2739,8
940,3955,8
853,2055,10
940,3955,1
940,3955,9
1130,2493,4
940,3955,4
1428,3955,4
940,3955,5
1224,3203,2
940,3955,3
1607,3,7
940,3139,6
420,3955,9
768,3955,6
940,3955,1
940,1309,10
